1,1,2.9999850000749997
1,2,3.999968000255998
2,2,4.999925001124983
1,3,5.999880002399952
2,3,5.999844004055895
3,3,6.999762008091725
1,4,7.999744008191738
2,4,7.999680012799488
3,4,7.999616018431115
4,4,8.999442034593855
1,5,9.999500024998751
2,5,9.99940003599784
3,5,9.99930004899657
4,5,9.99920006399488
5,5,10.998922105633648
1,6,11.999040076793856
2,6,11.998896101558657
3,6,11.998752129778502
4,6,11.998752129778502
5,6,11.998608161453271
6,6,12.998154262094783
1,7,13.998544151408254
2,7,13.998348194913
3,7,13.998152243903805
4,7,13.997956298380437
5,7,13.997760358342665
6,7,13.99756442379026
7,7,14.997000599880025
1,8,15.99795226211045
2,8,15.997696331728232
3,8,15.997440409534475
4,8,15.997184495528787
5,8,15.996928589710775
6,8,15.996672692080047
7,8,15.99641680263621
8,8,16.995530175563825
1,9,17.996940520111583
2,9,17.996616636072417
3,9,17.99629276369068
4,9,17.995968902965735
5,9,17.995645053896958
6,9,17.995321216483713
7,9,17.994997390725377
8,9,17.99467357662132
9,9,18.9937130809702
1,10,19.996000799840033
2,10,19.995600967787087
3,10,19.995201151723585
4,10,19.994801351648572
5,10,19.994401567561084
6,10,19.99400179946016
7,10,19.99360204734485
8,10,19.993202311214187
9,10,19.992802591067218
10,10,20.991645325160587
1,11,21.994457396736024
2,11,21.993973651219566
3,11,21.993489926981614
4,11,21.99300622402076
5,11,21.992522542335607
6,11,21.992038881924742
7,11,21.99155524278677
8,11,21.99107162492028
9,11,21.990588028323877
10,11,21.990104452996153
11,11,22.98903423067197
1,12,23.99289810216176
2,12,23.99232245681382
3,12,23.991746839087355
4,12,23.991171248980375
5,12,23.990595686490895
6,12,23.99002015161693
7,12,23.98944464435648
8,12,23.988869164707577
9,12,23.988293712668217
10,12,23.987718288236422
11,12,23.987142891410205
12,12,24.985633260874998
1,13,25.99090318388564
2,13,25.99022767439443
3,13,25.989552200015595
4,13,25.9888767607464
5,13,25.98820135658411
6,13,25.987525987525988
7,13,25.986850653569295
8,13,25.986175354711293
9,13,25.98550009094925
10,13,25.98482486228043
11,13,25.98414966870209
12,13,25.983474510211504
13,13,26.981814257190653
1,14,27.988468750874638
2,14,27.987685418415897
3,14,27.98690212980325
4,14,27.986118885033022
5,14,27.985335684101532
6,14,27.984552527005093
7,14,27.98376941374003
8,14,27.98376941374003
9,14,27.982986344302663
10,14,27.982203318689315
11,14,27.9814203368963
12,14,27.980637398919946
13,14,27.979854504756574
14,14,28.977108084613157
1,15,29.985906623886773
2,15,29.985007496251875
3,15,29.984108422536057
4,15,29.98320940273447
5,15,29.982310436842262
6,15,29.98141152485459
7,15,29.9805126667666
8,15,29.97961386257345
9,15,29.978715112270287
10,15,29.978715112270287
11,15,29.97781641585227
12,15,29.976917773314547
13,15,29.976019184652277
14,15,29.975120649860617
15,15,30.97221792052529
1,16,31.98362438431523
2,16,31.982601464803146
3,16,31.981578610720224
4,16,31.980555822060186
5,16,31.979533098816756
6,16,31.97851044098366
7,16,31.977487848554617
8,16,31.97646532152336
9,16,31.97544285988361
10,16,31.974420463629098
11,16,31.973398132753548
12,16,31.972375867250694
13,16,31.971353667114265
